SSID;BSSID;Security;Frequency;Capabilities;Sinal Strength;Rel Signal Strength
Milena;90:8d:78:70:5f:1b;WPA-PSK;2442;;;35
TESSERACT_WIFI;48:ee:0c:8d:f8:f6;WPA-PSK;2412;;;22
Claudete;00:25:86:de:2b:02;WPA-PSK;2457;;;28
Jessica_int;c8:3a:35:54:55:70;WPA-PSK;2462;;;26
Patricia;00:1a:3f:94:6a:0c;WPA-PSK;2462;;;24
Mateus_int;00:1a:3f:c8:5c:f9;WPA-PSK;2462;;;20
michele_int;00:1a:3f:29:fe:d1;WPA-PSK;2462;;;26
RUTHVADENIR;c0:4a:00:54:36:c6;WPA-PSK;2462;WPS;;24
MARCO 2014;18:17:25:1b:f3:60;WPA-PSK;2432;;;26
Julinho_int;90:f6:52:fe:50:0a;WPA-PSK;2422;WPS;;42
CGIODA;64:70:02:53:ff:34;WEP;2437;WPS;;31
GIODA_01;54:e6:fc:bd:1e:b8;WEP;2432;WPS;;28
Isadora_int;64:70:02:53:5e:72;WPA-PSK;2432;WPS;;26
Pavanello;c4:6e:1f:6d:a1:c4;WPA-PSK;2417;WPS;;37
flavio_Int;54:e6:fc:97:63:c4;WPA-PSK;2432;WPS;;33
PolgaNet;00:1a:3f:2d:a8:2a;WPA-PSK;2462;;;28
negradinhanet;a0:f3:c1:b0:fb:88;WPA-PSK;2437;WPS;;26
Daniele_Int;64:70:02:6d:0d:b8;WPA-PSK;2422;WPS;;15
AP03;c8:d3:a3:50:7f:2e;WPA-PSK;2462;WPS;;24
Wifi_Casa;e2:18:3d:70:c9:5e;WPA-PSK;2412;WPS;;20
Oi WiFi Fon;e0:88:5d:02:c9:bd;;2412;;;22
Luciane_int;d8:5d:4c:f2:e9:14;WPA-PSK;2422;WPS;;31
carla-lages;00:1a:3f:9c:b9:8e;WPA-PSK;2412;WPS;;22
cevi_int;00:4f:62:0f:69:44;WEP;2462;;;22
PAULO;e8:de:27:3d:93:fe;WPA-PSK;2412;WPS;;28
INTELBRAS;00:1a:3f:86:25:82;WPA-PSK;2462;;;33
INTELBRAS;00:1a:3f:7d:c2:34;WPA-PSK;2462;;;33
ROSSO;00:1a:3f:d6:d2:60;WPA-PSK;2462;;;26
Jones;00:1a:3f:28:b2:9f;WPA-PSK;2437;;;35
LG G4 Stylus HDTV_2357;66:bc:0c:3c:d5:45;WPA-PSK;2472;;;20
Marii;84:10:0d:78:c7:e4;WPA-PSK;2412;;;33
Hotel_Acordes_4C;e8:de:27:cc:28:4a;WPA-PSK;2462;WPS;;22
Jaime_int;64:66:b3:7f:6a:70;WPA-PSK;2462;WPS;;40
BISTRO BAR PIZARIA;d0:84:b0:a4:76:08;WPA-PSK;2412;WPS;;26
Ponto_Clinica;30:b5:c2:ce:78:32;WPA-PSK;2432;WPS;;26
BERTASSO;c8:3a:35:54:a9:e0;WPA-PSK;2437;;;20
escritorio;94:0c:6d:fd:e1:b2;WPA-PSK;2427;WPS;;35
Oi WiFi Fon;72:84:b0:a4:76:09;;2412;;;33
SaoJorgeF1;14:cc:20:5c:aa:70;WPA-PSK;2412;WPS;;48
Beto;00:02:6f:7c:97:1c;WPA-PSK;2427;WPS;;22
Conveniencia;c0:4a:00:7d:b8:8a;WPA-PSK;2432;WPS;;24
Rogerio_Int;00:1d:0f:ef:84:7c;WPA-PSK;2432;;;26
MEGGY_INT;64:66:b3:dc:95:d2;WPA-PSK;2412;WPS;;26
Meias&Cia;b4:b3:62:5e:db:b7;WPA-PSK;2412;;;26
Elis22;74:ea:3a:f3:c8:76;WPA-PSK;2447;;;26
Bender;54:64:d9:ae:d0:34;WPA-PSK;2462;WPS;;20
Oi WiFi Fon;6a:64:d9:ae:d0:35;;2462;;;22
Anelize_Int;c4:e9:84:c5:ce:fe;WPA-PSK;2452;WPS;;28
ORTOBOM;fe:fd:99:3d:a0:a7;WPA-PSK;2412;WPS;;31
Anderson_Int;c8:3a:35:13:fe:80;WPA-PSK;2427;;;31
ORTOBOM;c8:3a:35:21:e5:50;WPA-PSK;2442;;;20
Oi WiFi Fon;fc:52:8d:5b:0a:99;;2412;;;20
Josimar_Int;c4:6e:1f:e5:4c:96;WPA-PSK;2442;WPS;;22
Bruna_Int;64:70:02:68:90:08;WPA-PSK;2437;WPS;;22
AMILTON;c8:3a:35:32:8f:68;WPA-PSK;2437;WPS;;22
Wifi Forma;00:1a:3f:1e:b2:6c;WPA-PSK;2462;;;26
Claudio;c4:e9:84:3d:15:36;WPA-PSK;2462;WPS;;24
Abille1;00:18:e7:a0:2d:d4;WPA-PSK;2457;;;24
Oi WiFi Fon;00:18:e7:a0:2d:d5;;2457;;;24
Eusebio;a0:f3:c1:d3:19:78;WPA-PSK;2462;WPS;;31
ESPINDOLA;d8:fe:e3:76:98:16;WPA-PSK;2412;WPS;;33
Bento_int;00:e0:4b:80:4c:07;WEP;2437;;;26
PIXEL WIFI;78:44:76:d9:87:6e;;2412;;;26
Curso Ideal;00:0a:eb:20:8e:f1;WPA-PSK;2422;;;26
Rogerio_Int2;f4:ec:38:ba:68:ac;WPA-PSK;2462;WPS;;22
Oi WiFi Fon;58:23:8c:98:11:33;;2417;;;26
AndroidAP;1c:af:05:c0:e9:55;WPA-PSK;2462;;;37
PeNoChao_Int;c4:e9:84:3d:15:be;WPA-PSK;2432;WPS;;31
HUGO B;38:46:08:e4:f1:80;WPA-PSK;2412;;;17
CASA NET;14:cc:20:9b:48:6a;WPA-PSK;2412;WPS;;46
Rodrigo_net;00:1a:3f:94:6a:04;WPA-PSK;2427;;;48
Marcio_int;c8:3a:35:00:c7:80;WPA-PSK;2412;;;31
Carlos_int;64:66:b3:c1:c6:7e;WPA-PSK;2427;WPS;;22
TaniaDapieve;00:1a:3f:9d:29:88;WPA-PSK;2412;WPS;;24
Daiane_int;c4:6e:1f:60:b3:1e;WPA-PSK;2427;WPS;;22
Enilda_;94:0c:6d:b8:36:77;WPA-PSK;2472;;;40
Luciane;70:62:b8:bf:ec:fa;WPA-PSK;2457;;;40
Power_Games;30:b5:c2:a0:e7:fe;WPA-PSK;2437;WPS;;28
jackson;00:1a:3f:a6:44:44;WPA-PSK;2462;;;26
CASA;4c:5e:0c:11:28:97;WPA-PSK;2462;;;22
Aline_Int;64:70:02:68:94:08;WPA-PSK;2432;;;22
Alexandre_net;c8:3a:35:07:8a:98;WPA-PSK;2462;;;20
rosses;b2:f3:46:87:f8:d3;WPA-PSK;2412;WPS;;31
Oi WiFi Fon;b0:c2:87:a8:89:1e;;2412;;;28
Cristiane_Int;90:f6:52:b5:a8:b0;WPA-PSK;2432;WPS;;26
TP-LINK_CD8434;e8:de:27:cd:84:34;WPA-PSK;2422;WPS;;17
Laura;00:1a:3f:1d:66:3c;WPA-PSK;2462;;;20
Telcio franco;90:f6:52:26:b2:6a;WPA-PSK;2412;;;28
leo chaves;e2:76:17:2b:db:73;WPA-PSK;2457;WPS;;26
Oi WiFi Fon;e0:88:5d:fa:b9:04;;2457;;;22
Luluzinha;e8:94:f6:f0:04:70;WPA-PSK;2437;WPS;;28
Vilanova;c8:3a:35:0d:92:08;WPA-PSK;2437;;;33
LARISSA-PC_Network;c8:3a:35:03:3d:b0;WPA-PSK;2437;WPS;;26
Jundaiba;00:1a:3f:97:80:66;WPA-PSK;2462;WPS;;20
LMGS_Int;c4:e9:84:c5:ce:86;WPA-PSK;2432;WPS;;20
Julio_Net;00:1a:3f:97:47:a2;WPA-PSK;2462;WPS;;22
Ricardoint;30:b5:c2:23:7b:66;WPA-PSK;2462;WPS;;24
Eunice;30:b5:c2:6d:99:dc;WPA-PSK;2412;WPS;;24
Geraldo;c4:6e:1f:ce:fb:64;WPA-PSK;2437;WPS;;28
Rodrigo;c4:e9:84:7a:44:bc;WPA-PSK;2437;WPS;;31
TROJAN.EXE;54:b8:0a:0c:20:2a;WPA-PSK;2412;WPS;;46
Marizane_Int;10:fe:ed:0f:3a:be;WPA-PSK;2422;WPS;;24
Evandro;3c:e5:b4:01:9c:33;WPA-PSK;2462;WPS;;33
Marina_Int;c8:3a:35:26:03:00;WPA-PSK;2427;WPS;;28
Henri;c0:4a:00:5c:93:42;WPA-PSK;2437;WPS;;24
Vanderlan;64:66:b3:c1:c6:fe;WPA-PSK;2422;WPS;;20
wireom13;4c:5e:0c:cb:4c:9c;WEP;2417;;;28
Multilaser_WS02;c8:3a:35:2e:97:b0;WPA-PSK;2437;;;20
ROBSON;a0:f3:c1:b1:06:d6;WPA-PSK;2462;WPS;;22
Jaqueline_Int;f8:d1:11:91:2c:74;WPA-PSK;2427;WPS;;20
Tiago_Int;78:44:76:2f:0e:c0;WPA-PSK;2412;WPS;;28
ISMAEL;00:26:5a:9b:2d:02;WPA-PSK;2457;;;40
Casa AG;c4:e9:84:c5:9c:46;WPA-PSK;2417;WPS;;31
Multilaser_2.4G_5407A0;c8:3a:35:54:07:a0;WPA-PSK;2437;;;31
Iris;c8:3a:35:25:14:10;WPA-PSK;2442;;;33
Edson;fc:75:16:42:e6:3e;WPA-PSK;2437;WPS;;24
Eberson;90:8d:78:bd:4a:85;WPA-PSK;2412;;;22
Falcao;c4:e9:84:a8:dc:a4;WPA-PSK;2437;WPS;;26
jorgesales;c0:4a:00:87:a9:26;WPA-PSK;2412;WPS;;24
JeanLopes;c8:3a:35:24:13:98;WPA-PSK;2437;;;22
Supricorpo;c4:e9:84:d4:59:60;WPA-PSK;2422;WPS;;31
Desejos Do Paladar;82:b6:96:46:ac:2c;WPA-PSK;2447;WPS;;20
Oi WiFi Fon;80:29:94:2d:b0:98;;2447;;;20
ALISSON;82:e5:fd:b7:2a:16;WPA-PSK;2412;WPS;;28
Oi WiFi Fon;80:29:94:2c:77:a8;;2412;;;33
Janderson;00:1a:3f:6e:7d:c8;WPA-PSK;2462;;;24
GeraldoHouse;c4:e9:84:ac:23:20;WPA-PSK;2442;WPS;;24
Elisangela_Int;e8:94:f6:cb:f8:fa;WPA-PSK;2442;WPS;;40
Multilaser_17BFF8;c8:3a:35:17:bf:f8;WPA-PSK;2442;;;33
MILENA;00:1a:3f:2c:bf:e6;WPA-PSK;2462;;;17
PROFESSOR;e8:94:f6:f4:68:7a;WPA-PSK;2447;WPS;;22
Marcelo;00:17:3f:f3:97:ca;WPA-PSK;2462;WPS;;26
Cacilda_Int;64:70:02:82:9d:74;WPA-PSK;2427;WPS;;22
DOCE;e8:de:27:b9:a8:fe;WPA-PSK;2412;WPS;;17
Karrisson;00:1a:3f:1e:b5:da;WPA-PSK;2442;;;31
Rosenai;30:b5:c2:4c:d0:42;WPA-PSK;2437;WPS;;33
Marilene;c4:e9:84:47:a6:e8;WPA-PSK;2412;WPS;;20
Rede_Vinicius;c8:3a:35:0d:19:c8;WPA-PSK;2462;;;26
TP-LINK_DAD6;c4:e9:84:a8:da:d6;WPA-PSK;2437;WPS;;28
Roselaine_Net;00:21:91:32:29:1b;WPA-PSK;2437;WPS;;26
NELTON;90:f6:52:a3:f3:f0;WPA-PSK;2412;WPS;;22
Tanise;f4:ec:38:f4:d8:64;WPA-PSK;2437;;;20
MPB;00:1a:3f:85:b7:ee;WPA-PSK;2412;;;13
Jones;c8:3a:35:4b:1f:90;WPA-PSK;2422;;;40
Velton_int;ac:f1:df:df:71:30;WPA-PSK;2462;WPS;;26
Casa;10:fe:ed:c3:8d:42;WPA-PSK;2422;WPS;;40
BIDINOTO;c0:4a:00:87:f3:d8;WPA-PSK;2412;WPS;;26
Leonardo;1c:bd:b9:b8:e5:4c;WPA-PSK;2462;WPS;;26
Guilherme;00:1a:3f:cc:92:00;WPA-PSK;2462;WPS;;26
TP-LINK_07204B;f8:1a:67:54:32:8c;WPA-PSK;2437;WPS;;44
Mairon;a0:f3:c1:ec:40:74;WPA-PSK;2412;WPS;;26
Jeferson;00:13:33:b4:76:af;WEP;2462;;;22
Rubem Machado;c4:e9:84:5b:ea:c0;WPA-PSK;2412;WPS;;24
isabel oi;00:0e:f4:d7:06:a3;WPA-PSK;2412;;;37
Bruna_Int;64:66:b3:c1:c7:7a;WPA-PSK;2422;WPS;;20
MARCO;fe:dc:0d:b3:d0:af;WPA-PSK;2412;WPS;;31
Oi WiFi Fon;fc:52:8d:b5:63:94;;2412;;;31
Multilaser_Deise;c8:3a:35:0d:03:40;WPA-PSK;2427;;;31
Ariosto2_int;ca:3a:35:2b:41:f1;WPA-PSK;2427;;;26
Ariosto_Int;c8:3a:35:2b:41:f0;WPA-PSK;2427;;;24
Muca;c8:3a:35:39:7e:58;WPA-PSK;2437;;;46
Alexsandro_int;c4:e9:84:bd:73:72;WPA-PSK;2427;WPS;;26
CASA;f4:ec:38:be:3d:d8;WPA-PSK;2462;;;20
Casa;c8:3a:35:1f:de:c8;WPA-PSK;2427;;;24
cereser;c4:6e:1f:a4:23:9e;WPA-PSK;2412;WPS;;24
UAI-FAI;f8:1a:67:89:cc:00;WPA-PSK;2437;WPS;;22
MINOZZO;e8:94:f6:f6:35:52;WPA-PSK;2417;WPS;;31
Luiza2;e8:de:27:49:eb:1c;WPA-PSK;2457;WPS;;44
KARIANE;8c:10:d4:c4:68:49;WPA-PSK;2412;WPS;;20
JulioSaldanha_Int;30:b5:c2:de:49:2c;WPA-PSK;2422;WPS;;26
AP301;c4:e9:84:bd:1c:e6;WPA-PSK;2422;WPS;;24
Cleomar_Int;c8:3a:35:1c:ee:88;WPA-PSK;2427;;;40
Brandao2;90:f6:52:c2:e9:56;WPA-PSK;2422;WPS;;26
RENATO;c4:e9:84:b9:bd:ce;WPA-PSK;2432;WPS;;37
Batcaverna;30:b5:c2:de:49:28;WPA-PSK;2422;WPS;;26
URI-Escola;e4:8d:8c:ee:5e:5f;WPA-PSK;2412;;;33
leandro;b2:38:b7:77:13:ba;WPA-PSK;2457;WPS;;24
Oi WiFi Fon;b0:c2:87:a8:e8:1c;;2457;;;26
Justino_II;74:ea:3a:fd:3d:00;WPA-PSK;2472;;;26
Marilia_Int;9e:d7:a3:38:e7:ad;WPA-PSK;2422;WPS;;31
Marilia2_Int;30:b5:c2:d5:02:36;WPA-PSK;2427;WPS;;22
Marcelo;c8:3a:35:57:da:a8;WPA-PSK;2437;;;20
CRISTIANO AP;00:1a:3f:d8:af:c9;WPA-PSK;2462;;;17
Deivis;b4:b3:62:51:e8:44;WPA-PSK;2412;;;20
LUIZ;d8:5d:4c:d1:38:30;WEP;2437;;;31
Gindri;00:1b:11:a5:c3:f6;WEP;2437;;;24
Gindri_01;c4:e9:84:42:2a:88;WEP;2437;WPS;;24
Mari_Int;c4:e9:84:bd:7d:e6;WPA-PSK;2452;WPS;;24
Rose_Int;64:70:02:79:66:1a;WPA-PSK;2412;WPS;;20
Loja Mercomel;18:17:25:18:7a:b0;WPA-PSK;2412;;;28
Oi WiFi Fon;18:17:25:18:7a:b1;;2412;;;26
Gustavo Turchiello;c8:3a:35:39:5e:60;WPA-PSK;2462;;;26
Rafael;c4:e9:84:cb:6f:22;WPA-PSK;2422;WPS;;40
Oi WiFi Fon;18:17:25:1d:28:53;;2437;;;24
Eliane_int;c4:e9:84:b8:7b:50;WPA-PSK;2452;WPS;;22
Oi WiFi Fon;e0:88:5d:02:c9:c5;;2432;;;17
Posto_27;c4:6e:1f:bb:fc:0c;WPA-PSK;2427;WPS;;26
Oi WiFi Fon;52:10:d4:21:01:a2;;2412;;;26
Oi WiFi Fon;80:29:94:2d:b2:7c;;2432;;;20
Casa das Surdinas;6c:72:20:5f:70:63;WPA-PSK;2437;WPS;;22
Daniel_Int;c4:e9:84:a8:85:40;WPA-PSK;2452;WPS;;22
Luciane;00:06:4f:9a:5d:7a;WPA-PSK;2412;WPS;;31
Oi WiFi Fon;e0:88:5d:01:a3:ad;;2412;;;22
Gessica_Int;64:70:02:53:1b:ae;WPA-PSK;2432;WPS;;22
Regina;8a:58:a6:68:23:e4;WPA-PSK;2457;WPS;;20
Oi WiFi Fon;88:f7:c7:e7:f9:6d;;2457;;;17
millena;02:16:98:a0:b7:3a;WPA-PSK;2412;WPS;;17
Ellen_Int;ea:94:f6:d8:5a:db;WPA-PSK;2412;;;15
Administrativo;e8:94:f6:d8:5a:da;WPA-PSK;2412;;;60
Xperia™ E1 dual_ebb8;30:a8:db:e1:e3:17;WPA-PSK;2437;;;24
Silvane;c8:3a:35:1c:cb:b0;WPA-PSK;2437;;;26
Cristiane;c8:3a:35:54:55:b8;WPA-PSK;2452;;;22
ESCRITORIO_ALMEIDA;64:66:b3:37:20:fa;WPA-PSK;2412;WPS;;33
DIRECT-gm-BRAVIA;9e:ad:97:3c:f8:ef;WPA-PSK;2462;WPS;;28
Albineli;00:1a:3f:6c:10:be;WPA-PSK;2462;;;24
Eliane_Int2;64:70:02:68:af:86;WPA-PSK;2427;WPS;;26
Oi WiFi Fon;b0:c2:87:a8:da:40;;2412;;;26
HotelGloria;90:f6:52:69:6f:f4;WPA-PSK;2412;WPS;;26
Oi WiFi Fon;72:84:b0:95:3d:12;;2412;;;40
Oi WiFi Fon;72:10:d4:21:04:57;;2412;;;22
Oi WiFi Fon;cc:03:fa:2c:d9:39;;2462;;;20
Wi-Fi_Liara;00:13:33:b4:a4:3d;WPA-PSK;2462;WPS;;35
Oi WiFi Fon;58:23:8c:97:42:23;;2457;;;24
Oi WiFi Fon;58:23:8c:97:2a:c3;;2452;;;22
HotelGloria;c4:6e:1f:e5:26:2c;WPA-PSK;2437;WPS;;20
Mr Della Justina;14:cc:20:5c:98:68;WPA-PSK;2462;WPS;;20
Oi WiFi Fon;fc:52:8d:00:0f:6b;;2462;;;20
Andre_int;00:1a:3f:94:6a:42;WPA-PSK;2412;;;37
Gabrieli;00:1a:3f:82:cf:b8;WPA-PSK;2417;;;35
Oi WiFi Fon;58:23:8c:98:79:b1;;2412;;;31
Oi WiFi Fon;e0:88:5d:fa:c5:50;;2452;;;22
Oi WiFi Fon;b0:c2:87:a8:e4:36;;2427;;;31
DELEVATTI;64:66:b3:12:b1:8a;WPA-PSK;2412;WPS;;20
Oi WiFi Fon;58:23:8c:4f:66:d1;;2447;;;44
VP;00:17:d0:71:27:d1;WPA-PSK;2412;;;24
Mateus_Wifi;00:1a:3f:a9:61:f0;WPA-PSK;2462;;;31
Eduardo;ce:dc:f9:3e:32:b1;WPA-PSK;2462;WPS;;26
Oi WiFi Fon;cc:03:fa:2d:7c:25;;2462;;;28
Zanini_Adv;64:66:b3:c1:be:72;WPA-PSK;2432;WPS;;28
SAIMON;f4:ec:38:e0:f7:46;WPA-PSK;2442;;;24
Luciana;90:f6:52:aa:0d:72;WEP;2412;WPS;;20
Multilaser_2.4G_550988;c8:3a:35:55:09:88;WPA-PSK;2447;;;31
CAVEIRA;8a:59:f0:2e:1f:e3;WPA-PSK;2412;WPS;;20
Hanssen;3c:e5:b4:04:53:54;WPA-PSK;2452;;;22
Ademir;c4:e9:84:ac:56:aa;WPA-PSK;2427;WPS;;26
Machado_Int;f8:1a:67:54:32:5a;WPA-PSK;2412;WPS;;26
HP06EAD1;02:26:b6:91:c9:8b;;2457;;;26
Favero_Int;00:1a:3f:9f:a8:16;WPA-PSK;2427;WPS;;22
Oi WiFi Fon;5a:10:d4:c4:68:fa;;2412;;;40
HP7435CC;02:2e:ce:3e:e0:38;;2457;;;31
M3STUDIO;72:6a:f9:5f:6e:74;WPA-PSK;2452;WPS;;33
So Pagando;a0:f3:c1:43:30:78;WPA-PSK;2462;WPS;;20
Emerson_Int;64:66:b3:c1:c0:9a;WPA-PSK;2422;WPS;;26
HP-Print-0D-Deskjet 3510 series;a4:5d:36:0c:b6:0d;;2437;;;26
Oi velox;8c:10:d4:c4:5e:ca;WPA-PSK;2462;WPS;;20
Oi WiFi Fon;52:84:b0:a5:1a:8c;;2437;;;24
Ravalha;d0:84:b0:a5:1a:8f;WPA-PSK;2437;WPS;;28
santiago1;7c:4f:b5:e7:35:c1;WPA-PSK;2437;;;22
LG-E455f_1542;be:f5:ac:b7:53:bd;WPA-PSK;2412;;;37
Ana Zelia;30:b5:c2:a0:ea:96;WPA-PSK;2412;WPS;;46
BOLZANET;fe:a7:6c:c0:f5:be;WPA-PSK;2447;WPS;;37
Oi WiFi Fon;fc:52:8d:b5:61:fc;;2447;;;37
Oi WiFi Fon;62:10:d4:c4:5e:cb;;2462;;;31
HP86497E;02:24:e4:77:69:75;;2457;;;22
Elinara_Int;c0:4a:00:7d:b4:2c;WPA-PSK;2432;WPS;;20
Celio_Int;64:66:b3:d6:36:70;WPA-PSK;2432;WPS;;28
Eduardo_Int;c0:4a:00:69:70:74;WPA-PSK;2422;WPS;;28
Med Clinica;c4:6e:1f:f4:02:7c;WPA-PSK;2432;WPS;;26
Roselaile;e2:82:04:7e:39:0d;WPA-PSK;2412;WPS;;42
Oi WiFi Fon;e0:88:5d:fa:b8:d8;;2412;;;40
Almiro_Int;64:66:b3:ec:fb:6c;WPA-PSK;2427;WPS;;24
HP0D2CC7;02:2c:6c:6a:79:64;;2457;;;20
Scalon_Int;c0:4a:00:69:2c:36;WPA-PSK;2432;WPS;;17
CENTRAL DE MALHAS;c8:91:f9:a2:09:0c;WPA-PSK;2462;WPS;;20
Oi WiFi Fon;62:91:f9:a2:09:0d;;2462;;;24
Oi WiFi Fon;62:e9:dd:cc:11:52;;2462;;;20
Consultorio_Leticia;44:e9:dd:cc:11:51;WPA-PSK;2462;WPS;;26
EscrOliveira_Int;54:b8:0a:92:39:00;WPA-PSK;2417;;;57
HP7A62E1;02:2c:0c:42:58:3d;;2457;;;22
Paraiso Tendencias;00:1d:1a:09:a7:ea;WPA-PSK;2462;WPS;;28
EmporioMorelo;5a:97:24:a0:cb:f2;WPA-PSK;2462;WPS;;24
Orlando;e8:94:f6:48:57:ca;WPA-PSK;2442;WPS;;35
Faccin;00:1a:3f:97:9b:8a;WPA-PSK;2462;WPS;;35
BIOMEDICO.;00:25:86:b1:1f:12;WPA-PSK;2437;;;22
OI_santiago;ce:64:26:43:2b:56;WPA-PSK;2412;WPS;;20
Oi WiFi Fon;cc:03:fa:2f:1e:e7;;2412;;;20
Apto01;c8:3a:35:32:55:68;WPA-PSK;2412;;;26
Color Tintas;c4:e9:84:b8:79:60;WPA-PSK;2462;WPS;;44
OI SANTIAGO;00:18:e7:a0:05:c2;WPA-PSK;2462;;;24
eduardo;5a:6a:d6:bd:95:15;WPA-PSK;2462;WPS;;26
HP-Print-68-LaserJet Pro M201dw;34:68:95:77:c3:68;WPA-PSK;2437;;;31
MARCIANO_OI;8a:52:43:0e:25:b6;WPA-PSK;2432;WPS;;20
Tricolor;f4:ec:38:ee:90:d2;WPA-PSK;2462;;;20
OrtoradioMarcelo;90:f6:52:23:df:8c;WPA-PSK;2432;WPS;;26
DL141.4.0.0.18;00:1d:c9:d6:39:d9;;2442;;;22
taty dutra assessoria cont鑍bil;00:0e:f4:d6:f9:ba;WPA-PSK;2437;;;24
Infocell;e2:ce:d9:1f:47:80;;2462;WPS;;22
Oi WiFi Fon;e0:88:5d:02:08:6b;;2462;;;26
With_Earp;f8:1a:67:c2:b6:14;WPA-PSK;2437;WPS;;20
FATIMA;c4:e9:84:55:a8:fc;WPA-PSK;2437;WPS;;26
Produtora Kayo Imagens;ce:fc:03:18:65:8e;WPA-PSK;2462;WPS;;22
Otavio;34:08:04:ff:17:67;WPA-PSK;2412;;;51
Nossa Rede;d8:5d:4c:a6:66:b3;WPA-PSK;2412;;;35
sandrabia;ce:84:0d:90:22:2a;WPA-PSK;2412;WPS;;33
WIFI CASA;00:17:d0:6f:dc:49;WPA-PSK;2412;;;22
Oi WiFi Fon;cc:03:fa:2c:d9:1f;;2462;;;44
SOELY;c4:6e:1f:f4:42:bc;WPA-PSK;2437;WPS;;17
Rafaelli;14:da:e9:59:5a:84;WPA-PSK;2462;;;37
Lucielli;e2:47:b6:d8:5c:28;WPA-PSK;2462;WPS;;24
Oi WiFi Fon;e0:88:5d:02:d9:77;;2462;;;37
ZWifi;90:f6:52:df:0e:92;WPA-PSK;2422;WPS;;20
tx;00:1a:3f:1e:bd:4c;WPA-PSK;2462;;;31
Visitantes_pontocopias;d6:ca:6d:6f:65:80;WPA-PSK;2412;;;24
Ponto c뇷pias;d4:ca:6d:6f:65:80;WPA-PSK;2412;;;24
JC;e8:de:27:be:1f:86;WPA-PSK;2412;WPS;;17
ELAINE;c4:e9:84:b8:77:90;WPA-PSK;2447;WPS;;24
Polga;10:fe:ed:71:3e:75;WPA-PSK;2422;WPS;;28
Oi WiFi Fon;72:e9:dd:aa:6a:4b;;2462;;;20
CGMG7;c8:3a:35:53:ef:68;WPA-PSK;2437;;;24
jonathan;44:e9:dd:aa:6a:4a;WPA-PSK;2462;WPS;;28
Paulo_Int;c4:6e:1f:3c:6f:0a;WPA-PSK;2462;WPS;;28
BALE;c8:3a:35:17:cf:20;WPA-PSK;2437;;;40
Paulo_Int;74:ea:3a:d9:03:b6;WPA-PSK;2427;;;24
Cacia_Int;f8:1a:67:c2:d8:5e;WPA-PSK;2437;WPS;;20
Decio;b2:d8:27:73:5e:90;WPA-PSK;2462;WPS;;26
Oi WiFi Fon;b0:c2:87:a8:dd:1c;;2462;;;26
Fernando Terra;b2:6e:72:fb:1a:84;WPA-PSK;2432;WPS;;53
Michelle;f8:1a:67:c2:d8:c0;WPA-PSK;2437;WPS;;53
Oi WiFi Fon;b0:c2:87:f6:09:15;;2432;;;53
carlos;fe:e2:99:7e:eb:b0;WPA-PSK;2462;WPS;;26
vanderlei;b2:a6:06:e3:03:ed;WPA-PSK;2412;WPS;;24
Oi WiFi Fon;b0:c2:87:a8:88:ec;;2412;;;46
HP4D3D72;02:26:36:79:4c:73;;2457;;;28
libanio_santos;5a:ac:ac:d2:15:1c;WPA-PSK;2412;WPS;;20
Oi WiFi Fon;58:23:8c:4f:81:9f;;2412;;;20
Machado e Bordim;c4:6e:1f:e5:30:bc;WPA-PSK;2437;WPS;;20
wireom3-p1;00:02:6f:51:91:1c;WEP;2467;;;26
Amauri;a0:f3:c1:31:59:a4;WPA-PSK;2432;WPS;;26
wireom3-p6h;00:0c:42:67:f6:07;WEP;2422;;;31
wireom3-p5h;00:0c:42:69:63:29;WEP;2442;;;40
dlinkjn;aa:d3:a3:68:21:ba;WPA-PSK;2462;WPS;;26
PedroFarm_Int;30:b5:c2:ce:28:8c;WPA-PSK;2422;WPS;;26
wir_salete;78:54:2e:7c:e9:ba;WPA-PSK;2437;WPS;;24
Maria_Eduarda;90:94:e4:d1:c2:8c;WPA-PSK;2462;WPS;;20
Jubeci;00:02:6f:6c:14:cc;WPA-PSK;2417;WPS;;28
JNmax;00:1a:3f:a4:f1:84;WPA-PSK;2462;WPS;;26
Wir_Felipe;c8:3a:35:2a:16:88;WPA-PSK;2422;;;20
SAIMON&ARIANE;c4:e9:84:81:dd:12;WPA-PSK;2427;WPS;;40
Rogerio Bastos;00:1a:3f:d1:30:e5;WPA-PSK;2462;;;22
Luiza;30:b5:c2:23:62:e8;WPA-PSK;2417;WPS;;24
CasaDB;94:0c:6d:fd:c0:28;WPA-PSK;2432;WPS;;24
Claudia_int;64:70:02:82:a7:56;WPA-PSK;2432;;;17
Altamir_Int;30:b5:c2:ce:28:ea;WPA-PSK;2422;WPS;;26
Portela_int;90:f6:52:b5:98:42;WPA-PSK;2432;WPS;;28
Ezequiel_Int;c4:6e:1f:e4:dc:c6;WPA-PSK;2422;WPS;;22
Oi WiFi Fon;b0:c2:87:a8:85:de;;2432;;;28
NetSul-VR;00:0c:42:6e:1f:2e;WPA-PSK;2467;;;24
cafe;00:25:86:b8:04:62;WPA-PSK;2447;;;46
joao;b2:cf:55:43:a2:c0;WPA-PSK;2432;WPS;;37
CPEREIRA;58:10:8c:b1:84:a8;;2462;WPS;;51
Gessica;00:1f:a4:f6:cb:f0;WPA-PSK;2417;;;22
